address,area,birthday,constellation,ename,height,language,name,people_id,sex,weight
香港,中国香港,1972-08-19,狮子座,-,165cm,国语;粤语;,郑秀文,331,女,48kg
黑龙江,中国,-,金牛座,-,180cm,国语;,誓言,332,男,73kg
浙江宁波,中国,1977-12-10,射手,-,177cm,国语;,易欣,333,男,62kg
中国香港,中国香港,1965-10-26,天蝎座,-,171cm,国语;粤语;,郭富城,334,男,64kg
台湾省台北市,中国台湾,1955-07-17,巨蟹座,-,173cm,国语;,费玉清,335,男,-
中国香港,中国香港,1967-10-04,天秤座,-,179cm,国语;粤语;,郑伊健,336,男,65kg
浙江嘉兴嘉善,中国香港,1983-04-17,白羊座,-,162cm,国语;,丁当,337,女,48kg
台湾省台北市,中国台湾,1952-06-13,双子座,-,158cm,国语;,苏芮,338,女,-
台湾,中国台湾,-,-,-,-,国语;,信乐团,339,组合,-
江苏徐州,中国,1992-04-17,牡羊座,-,166CM,国语,贺敬轩,340,女,43KG
-,中国,-,-,-,-,-,1K,341,男,-
英国西约克郡,英国,1991-02-17,水瓶座,艾德·希兰,-,英语;,Ed Sheeran,342,男,-
-,中国,-,-,-,-,-,王不醒,343,男,-
香港,中国香港,1947-02-24,双鱼座,-,180cm,国语;粤语;,郑少秋,344,男,-
台湾高雄,中国台湾,1957-12-22,摩羯座,-,166cm,国语;,蔡琴,345,女,-
新疆阿克苏地区库车市,中国,1992-10-30,天蝎座,-,-,-,柳爽,346,男,-
香港,中国香港,1980-08-05,狮子座,-,160cm,国语;,郭静,347,女,46kg
湖北襄阳,中国,1983-03-20,双鱼座,-,178cm,国语;,李行亮,348,男,55kg
香港,加拿大,1966-08-15,狮子座,-,160cm,国语;粤语;,关淑怡,349,女,44kg
台湾,中国台湾,1988-07-27,狮子座,-,-,国语;,小虎队,350,组合,-
-,中国,-,-,-,-,-,Liu 9,351,男,-
-,未知,1984-12-27,摩羯座,-,-,-,江山,352,男,-
-,中国,-,-,-,-,-,LF路飞,353,男,-
中国香港,中国香港,1962-12-24,魔羯座,-,168cm,国语;粤语;,邝美云,354,女,51.5kg
中国香港,中国香港,1969-02-02,水瓶座,-,161cm,粤语;,彭羚,355,女,45kg
香港,中国香港,1975-01-17,魔羯座,-,162cm,英语;国语;,CoCo李玟,356,女,47kg
加拿大魁北克省,加拿大,1968-03-30,牡羊座,席琳·狄翁,171cm,英语;,Celine Dion,357,女,-
四川省内江市威远县,中国,1987-03-22,牡羊座,-,-,-,GAI周延,358,男,-
-,日本,-,-,-,-,日语;,DAISHI DANCE,359,男,-
台北彰化,中国台湾,1967-03-15,双鱼座,-,154cm,国语;闽南语;,林翠萍,360,女,42kg
-,-,-,-,-,-,-,红孩儿,361,男,-
中国,未知,1976-05-08,金牛座,-,175cm,国语;,曹越,362,男,74kg
台湾,中国台湾,1963-07-11,巨蟹座,-,164cm,国语;,李丽芬,363,女,-
-,中国,-,-,-,-,-,我是阿格,364,女,-
-,中国,-,-,-,-,-,阿禹ayy,365,男,-
香港,中国香港,1973-01-03,魔羯座,-,173cm,国语;粤语;,孙耀威,366,男,63kg
河南郏县,中国,1999-03-26,牡羊座,-,-,国语,泽亦龙,367,男,-
澳门,中国,1953-02-20,双鱼座,-,-,粤语;国语;,甄妮,368,女,-
-,中国,-,-,-,-,-,王小乱,369,女,-
-,中国,-,-,-,-,-,卦者灵风,370,男,-
-,中国,-,-,-,-,国语;,羽·泉,371,组合,-
台湾高雄市,中国台湾,1971-06-05,双子座,-,178cm,国语;,杨培安,372,男,-
中国北京,中国,1966-05-02,金牛座,-,165cm,国语;,田震,373,女,52kg
重庆,中国,-,牡羊座,-,164cm,国语;,黄绮珊,374,女,52kg
-,中国,-,-,-,-,-,于嘉乐,375,男,-
四川成都,中国,-,-,-,172cm,-,郑润泽,376,男,53kg
-,中国,-,-,-,-,-,烟(许佳豪),377,男,-
浙江宁波,中国,1994-10-30,天蝎座,-,-,-,余佳运,378,男,-
中国香港,中国香港,1980-05-24,双子座,-,163cm,国语;粤语;,张柏芝,379,女,47Kg
广西桂林,中国,1978-07-18,巨蟹座,-,-,国语;,唐磊,380,男,-
湖南邵阳,中国,1990-04-10,牧羊座,-,165cm,国语;,阿悄,381,女,47kg
广东广州,中国,2004-03-04,双鱼座,-,-,-,宋亚轩,382,男,-
美国纽约的扬克斯(Yonkers),美国,1986-03-28,白羊座,嘎嘎小姐,162cm,英语;,Lady Gaga,383,女,-
-,中国,-,-,-,-,-,黎林添娇,384,女,-
安徽,中国,1993-09-02,处女座,-,-,国语;,刘瑞琦,385,女,-
丹麦,丹麦,-,-,麦克学摇滚,-,英语;,Michael Learns To Rock,386,乐队,-
加拿大,加拿大,1989-10-11,天秤座,-,176cm,英语;国语;韩语;,HENRY刘宪华,387,男,63kg
辽宁省抚顺市,中国,1978-07-28,狮子座,-,-,-,赵英俊,388,男,-
中国湖北宜昌市,中国,1983-02-06,水瓶座,-,161cm,国语;,胡杨林,389,女,41kg
-,中国,-,-,-,-,-,王雨笙,390,男,-
中国四川,中国,-,天蝎座,-,-,国语;,郭峰,391,男,-
四川省自贡市富顺县永年镇,中国,1981-10-18,天秤座,-,170cm,国语;,谭维维,392,女,43kg
-,-,-,-,-,-,-,Kordhell,393,男,-
-,挪威,-,-,-,-,-,K-391,394,男,-
中国,中国,-,-,青春女子组合,0,国语;,T.R.Y.,395,组合,0
-,美国,-,-,瑞秋·普拉滕,-,英语;,Rachel Platten,396,女,-
河南商丘,中国,1992-06-24,巨蟹座,-,168cm,国语,东方晴儿,397,女,-
-,中国,-,-,-,-,-,伊恋,398,女,-
中国,中国,1984-01-18,魔羯座,-,-,国语;,王程明,399,男,-
日本,日本,1993-03-10,双鱼座,-,-,日语;,米津玄師,400,男,-
-,中国,-,-,-,-,-,刘大拿,401,女,-
辽宁省阜新市太平区,未知,-,金牛座,-,171cm,国语;,庞龙,402,男,64kg
中国香港,中国香港,1986-06-09,双子座,-,167&nbsp;cm,粤语;,吴雨霏,403,女,45.5&nbsp;kg
辽宁省大连市,中国,1992-06-11,双子座,-,178cm,国语;,孙子涵,404,男,60kg
-,中国,-,-,-,-,-,王茗,405,男,-
台湾台北市,中国台湾,1958-05-14,金牛座,-,162cm,国语;,陈淑桦,406,女,50kg
中国长沙,中国,-,-,-,-,-,刘大壮,407,男,-
-,中国,-,-,-,-,-,皮卡丘多多,408,男,-
天津,中国,1947-01-22,水瓶座,-,-,国语;,蒋大为,409,男,-
香港,中国香港,1976-03-25,白羊座,-,176cm,国语;粤语;,梁咏琪,410,女,55kg
青海西宁,中国,1981-02-20,双鱼座,-,180cm,国语;,刘嘉亮,411,男,65kg
-,中国,-,-,-,-,-,pay姐,412,女,-
-,哈萨克斯坦,-,-,-,-,-,Tanir & TyomcHa,413,组合,-
-,中国,-,-,-,-,国语;,张晓棠,414,女,-
美国,美国,-,-,后街男孩,-,英语;,Backstreet Boys,415,组合,-
-,中国,-,-,-,-,-,咖菲,416,女,-
香港,中国香港,1953-12-26,魔羯座,-,174cm,粤语;,蔡国权,417,男,66kg
-,中国,-,-,-,-,-,大笨,418,男,-
韩国,韩国,2009-07-29,狮子座,皇冠团,-,韩语;,T-ara,419,组合,-
-,韩国,2015-05-29,双子座,-,-,韩语;,Seventeen,420,组合,-
山东青岛,中国,1967-10-26,天蝎座,-,180cm,国语;,江涛,421,男,66kg
安徽芜湖,中国,1992-05-25,双子座,-,-,国语,王唯旖,422,女,-
四川省成都市,中国,1986-10-26,天蝎座,-,169cm,国语;,戚薇,423,女,48kg
-,中国,-,-,-,-,-,苍狼随缘,424,男,-
中国河南郑州,未知,1963-07-25,狮子座,-,-,国语;,李娜,425,女,-
中国广州,中国香港,1967-08-12,狮子座,-,176cm,国语;粤语;,许志安,426,男,68kg
摩洛哥,加拿大,2000-07-05,巨蟹座,法乌齐亚·奥伊亚,-,-,Faouzia,427,女,-
江苏盐城,中国,1996-11-19,天蝎座,-,-,-,锤娜丽莎,428,女,-
-,中国,-,-,-,-,-,林三七,429,男,-
香港,中国香港,1974-10-18,天秤座,-,164cm,国语;粤语;,卢巧音,430,女,45kg
-,中国,-,-,-,-,-,邹沛沛,431,女,-
广西壮族自治区柳州市柳城县,中国,-,射手座,-,173cm,国语;,后弦,432,男,55kg
-,中国,-,-,-,-,-,小周周,433,女,-
-,中国,-,-,-,-,-,张北北,434,男,-
天津,中国,1963-08-26,处女座,-,178cm,英语;国语;,刘欢,435,男,80kg
-,中国,-,-,-,-,-,南瓜,436,男,-
罗马尼亚康斯坦察,罗马尼亚,1989-06-10,双子座,亚历山德拉·斯坦,-,英语;,Alexandra Stan,437,女,-
-,中国,1992-10-13,天平座,-,180cm,国语,小洲,438,男,75kg
-,中国,1994-08-29,处女座,-,-,-,宇西,439,女,-
四川,中国,-,-,-,-,国语;,青鸟飞鱼,440,组合,-
-,中国,-,-,-,-,-,韩安旭,441,男,-
湖南长沙,中国,1991-10-07,天秤座,-,178cm,国语;韩语;,张艺兴,442,男,60kg
-,法国,-,-,-,-,法语,Lost Frequencies,443,男,-
-,中国,-,-,-,-,-,添儿呗,444,女,-
甘肃兰州,中国,1986-02-22,双鱼座,-,183cm,国语;,魏晨,445,男,65kg
湖北宜昌市,中国,1974-05-12,金牛座,-,168cm,国语;,王强,446,男,67kg
中国香港,中国香港,1973-02-18,水瓶座,-,163cm,国语;粤语;,黎瑞恩,447,女,53kg
台湾高雄,中国台湾,1979-10-18,天秤座,-,178cm,国语;,吴克群,448,男,67kg
中国,中国,-,-,-,-,国语;,二手玫瑰乐队,449,乐队,-
台湾台中市丰原区,中国台湾,1962-02-08,水瓶座,-,159cm,国语;,辛晓琪,450,女,46kg
-,中国,-,-,-,-,国语;,好妹妹,451,组合,-
-,韩国,-,-,-,-,-,aespa (에스파),452,组合,-
-,中国,-,-,-,-,-,张偲偲,453,男,-
-,中国,-,-,-,-,-,LKer林柯,454,男,-
浙江省,中国,1998-08-02,狮子座,-,183cm,国语,蔡徐坤,455,男,55kg
北京,中国,1983-08-31,处女座,-,175cm,国语;,大张伟,456,男,60kg
中国昆明,中国,1988-07-08,巨蟹座,-,-,国语;,张玮伽,457,女,-
威斯康辛州密尔沃基,美国,1994-02-16,水瓶座,艾娃·马克斯,-,-,Ava Max,458,女,-
山西省临汾市侯马市,中国,1977-09-11,处女座,-,-,国语;,谭晶,459,女,-
-,中国,-,-,-,-,-,乔星儿,460,女,-
香港,中国,1965-02-08,水瓶座,-,170cm,国语;粤语;,张卫健,461,男,-
-,中国,-,-,-,-,-,小灿,462,男,-
日本福冈县福冈市,日本,1978-10-02,天秤座,-,156cm,日语;,浜崎あゆみ,463,女,40kg
广西北海,中国,1990-10-05,天平座,-,-,国语;,檀健次,464,男,-
-,中国,-,-,-,-,国语,星月组合,465,组合,-
高雄市盐埕区,中国台湾,1963-06-21,双子座,-,172cm,国语;,黄小琥,466,女,61kg
-,中国,-,-,-,-,-,关心,467,女,-
-,中国,-,-,-,-,-,张德伊玲,468,女,-
-,中国,1992-11-23,射手座,-,-,-,小潘潘（潘柚彤）,469,女,-
-,中国,-,-,-,-,-,秦海清,470,男,-
瑞典斯德哥尔摩省,瑞典,1989-09-08,处女座,艾维奇,-,英语;,Avicii,471,男,-
美国德州,美国,1979-12-05,射手座,-,163cm,国语;,许慧欣,472,女,44.5kg
中国陕西,中国,-,水瓶座,-,166cm,国语;,王奕心,473,女,48kg
-,美国,-,-,-,-,-,Billie Eilish,474,女,-
北京,中国,1967-12-18,射手座,-,165cm,国语;,张蔷,475,女,50kg
中国河南周口,中国,1986-04-24,金牛座,-,177cm,国语;,陆虎,476,男,62kg
英国伦敦,英国,1983-11-27,射手座,格林教授,-,英语;,Professor Green,477,男,-
美国,美国,1989-05-30,双子座,李艺真,164.5cm,韩语;,Ailee,478,女,50kg
-,中国台湾,1995-06-22,巨蟹座,-,-,英语;国语;台语,周兴哲,479,男,-
-,中国,-,-,-,-,国语,冯提莫,480,女,-
-,中国,-,-,-,-,-,马美如,481,女,-
-,美国,-,-,-,-,-,Madnap,482,男,-
-,中国,-,-,-,-,-,丹正母子,483,组合,-
河北省承德市,中国,1998-11-02,天蝎座,-,-,-,隔壁老樊,484,男,-
-,中国,-,-,-,-,-,安琪baby,485,女,-
美国密苏里州圣约瑟夫,美国,1972-10-17,天秤座,埃米纳姆,173cm,英语;,Eminem,486,男,76kg
波士顿,美国,1995-03-11,双鱼座,-,-,英语,Sasha Alex Sloan,487,女,-
中国,中国,2004-01-02,摩羯座,-,-,英语;国语;,GALA,488,乐队,-
美国加州,美国,-,-,林肯公园,-,英语;,Linkin Park,489,乐队,-
云南昆明,中国,1987-08-06,狮子座,-,165cm,国语;,雷婷,490,女,45kg
-,中国,-,-,-,-,-,沐泽,491,男,-
-,中国,-,-,-,-,-,范倪Liu,492,女,-
中国内蒙古自治区鄂托克旗,中国,-,摩羯座,-,178cm,国语;蒙古语;,腾格尔,493,男,72kg
德国,德国,-,-,舞动精灵,-,英语;,Groove Coverage,494,乐队,-
美国路易斯安那州肯特伍德,美国,1981-12-02,射手座,布兰妮·斯皮尔斯,163cm,英语;,Britney Spears,495,女,54.5kg
中国香港,中国香港,1968-08-05,狮子座,-,170cm,国语;,王馨平,496,女,52kg
马来西亚沙捞越州古晋市,马来西亚,1981-11-29,射手座,-,176cm,国语;,张栋梁,497,男,62kg
-,中国,-,-,-,-,-,冷凡,498,男,-
-,中国,-,-,-,-,-,晴天姐妹,499,组合,-
中国台湾,美国,1960-12-24,摩羯座,-,191cm,国语;,费翔,500,男,94kg
-,中国,-,-,-,-,-,宋雅萌,501,女,-
-,澳大利亚,-,-,五秒盛夏,-,-,5 Seconds of Summer,502,乐队,-
河南&nbsp;郑州,中国,2002-12-12,射手座,-,-,-,马嘉祺,503,男,-
天津市红桥区,中国,1992-01-11,魔羯座,-,-,国语;,张云雷,504,男,-
台湾台北,中国台湾,1987-04-29,金牛座,-,167cm,国语;,江语晨,505,女,45kg
台湾省彰化县,中国台湾,1967-01-08,魔羯座,-,168cm,国语;,陈明真,506,女,49kg
加拿大安大略士嘉伯,加拿大,1990-02-16,水瓶座,阿贝尔·特斯法伊,-,英语;,The Weeknd,507,男,-
中国四川省成都市郫县,中国,1968-10-25,天蝎座,-,-,国语;,廖昌永,508,男,-
-,中国,-,-,-,-,-,赵芷彤Cassie,509,女,-
-,中国,-,-,-,-,-,轩姨(相信光),510,女,-
-,中国,1996-03-18,双鱼座,-,165cm,国语;,虞姬,511,女,-
韩国大邱市,韩国,1980-02-07,水瓶座,-,158cm,韩语;,李贞贤,512,女,38kg
中国福建省厦门市,中国香港,1979-12-08,射手座,-,180cm,国语;粤语;,林峯,513,男,68kg
美国俄亥俄州,中国台湾,-,双鱼座,-,171cm,国语;,林玉英,514,女,48kg
加拿大安大略省美丽都,加拿大,1984-09-27,天秤座,艾薇儿·拉维尼,156cm,英语;,Avril Lavigne,515,女,56kg
-,-,-,-,-,-,-,久儿红,516,女,-
美国纽约州苏福克郡亨廷顿镇,美国,1970-03-27,白羊座,玛丽亚·凯莉,174cm,英语;,Mariah Carey,517,女,61kg
美国,美国,-,-,卡彭特乐队,-,英语;,Carpenters,518,乐队,-
重庆奉节,中国,1970-01-31,水瓶座,-,160cm,国语;,陈琳,519,女,44kg
中国香港,中国香港,1984-11-12,天蝎座,-,182cm,粤语;,周柏豪,520,男,65kg
台湾桃园县大溪镇,中国台湾,1953-08-20,狮子座,-,165cm,国语;,凤飞飞,521,女,49kg
中国福建,中国,1968-05-28,双子座,-,154cm,国语;,张也,522,女,-
-,中国,-,-,-,-,-,小猫多鱼,523,女,-
安徽,中国,-,双鱼座,-,180cm,国语;,张振宇,524,男,72kg
-,泰国,-,-,-,-,-,Tăng Duy Tân,525,男,-
-,-,-,-,-,-,-,刀酱5:20AM,526,女,-
中国浙江,中国,1974-03-29,牡羊座,-,170cm,国语;,陈少华,527,男,58kg
-,中国,-,-,-,-,-,李小贝,528,女,-
苏格兰邓弗里斯,英国,1984-10-11,天秤座,加尔文·哈里斯,195cm,英语;,Calvin Harris,529,男,-
中国,中国,-,-,-,-,国语;,河图,530,男,-
希腊卡拉马塔,美国,1954-11-14,天蝎座,雅尼·克里索马利斯,-,纯音乐;,Yanni,531,男,-
-,中国,-,-,-,-,-,路知鹤,532,女,-
香港,中国香港,1983-10-15,天秤座,-,166cm,粤语;,邓丽欣,533,女,48kg
马来西亚柔佛州昔加末,马来西亚,1978-04-22,金牛座,-,157cm,英语;国语;,戴佩妮,534,女,43kg
贵州贵阳,中国,1986-03-25,白羊座,-,157cm,国语;,何洁,535,女,47kg
-,中国,-,-,-,-,-,1个球,536,女,-
香港,马来西亚,1947-10-22,天秤座,-,170cm,国语;粤语;,叶丽仪,537,女,-
台湾新竹,中国台湾,1963-12-08,射手座,-,176cm,国语;,黄安,538,男,70kg
-,中国,-,-,-,-,-,韩可可,539,女,-
重庆,中国,2005-09-23,天平座,-,-,-,刘耀文,540,男,-
香港,中国香港,1975-09-03,处女座,-,181cm,国语;粤语;,陈晓东,541,男,66kg
-,中国,1985-07-05,巨蟹座,-,-,-,玮一,542,男,-
重庆,中国,1991-10-05,天平座,-,183cm,国语,肖战,543,男,-
-,中国,-,-,-,-,-,猫儿,544,女,-
马来西亚槟城州威省大山脚,马来西亚,1984-06-04,双子座,-,178cm,国语;,陈势安,545,男,60kg
-,中国,1992-10-06,天平座,-,-,国语,鞠文娴,546,女,-
美国旧金山,美国,1967-02-17,水瓶座,香缇·摩尔,-,-,Chanté Moore,547,女,-
-,日本,-,-,-,-,-,YOASOBI,548,组合,-
中国,中国,-,-,-,-,国语;,马頔,549,男,-
-,美国,-,-,-,-,-,Tysm,550,女,-
中国山东菏泽郓城,中国,1962-11-20,天蝎座,-,-,国语;,彭丽媛,551,女,-
-,未知,2000-06-21,双子座,张砚拙,-,-,CAPPER,552,男,-
河南洛阳,未知,1968-07-15,巨蟹座,-,160cm,国语;,陈明,553,女,52kg
-,中国,-,-,-,-,-,陈子晴,554,女,-
辽宁沈阳,中国,1983-06-30,巨蟹座,-,172cm,国语;,王绎龙,555,男,57kg
-,澳大利亚,-,-,-,-,-,Hillsong Young And Free,556,组合,-
贵州遵义,中国,1996-06-01,双子座,-,168cm,-,承利,557,男,52kg
辽宁沈阳,中国,-,处女座,-,176cm,国语;,安东阳,558,男,65kg
香港,中国香港,07-19,巨蟹座,-,-,-,邓瑞霞,559,女,-
-,韩国,-,-,아이브,-,-,IVE,560,组合,-
吉林省长春市,中国,1992-08-21,狮子座,-,-,-,龙翼,561,女,-
-,中国,-,-,-,-,-,张禾禾,562,女,-
夏威夷檀香山,美国,1985-10-08,天秤座,布鲁诺·马尔斯,165cm,英语;,Bruno Mars,563,男,-
-,中国,-,-,-,-,-,羊羊,564,女,-
-,中国,-,-,-,-,-,七元,565,女,-
-,挪威,-,-,神秘园,-,英语;,Secret Garden,566,乐队,-
英国,英国,-,-,皇后乐队,-,英语;,Queen,567,乐队,-
台湾;文莱,中国台湾,-,-,-,-,国语;,飞轮海,568,组合,-
-,中国,-,-,-,-,-,何仟仟,569,女,-
-,中国,-,-,-,-,国语,小少焱,570,男,-
-,中国,-,-,-,-,内地,文夫,571,男,-
云南,中国,1994-10-01,天平座,-,-,-,王英涛,572,男,-
-,中国,-,-,-,-,-,张超,573,男,-
中国台湾台北市,中国台湾,1973-09-11,处女座,-,173cm,国语;,苏有朋,574,男,65kg
加拿大不列颠哥伦比亚,加拿大,1971-02-25,双鱼座,丹尼尔·帕德,174cm,英语;,Daniel Powter,575,男,-
-,中国,-,-,-,-,-,宸荨,576,男,-
山东德州,中国,1986-7-12,巨蟹座,-,180cm,国语;,马天宇,577,男,63kg
香港,中国香港,1977-03-13,双鱼座,-,160cm,国语;粤语;,谢安琪,578,女,45kg
-,中国,-,-,-,-,-,7妹,579,女,-
-,意大利,-,-,-,-,-,Deep Chills,580,男,-
美国得克萨斯州大草原城,美国,1992-07-22,巨蟹座,赛琳娜·戈麦斯,168cm,英语;,Selena Gomez,581,女,48kg
-,-,-,-,-,-,-,巴扎黑,582,男,-
-,中国,-,-,-,-,-,金渔,583,女,-
-,中国,-,-,-,-,-,曹雨航,584,男,-
-,加拿大,-,-,Walk Off The Earth,-,-,Walk Off the Earth,585,乐队,-
悉尼,澳大利亚,2003-08-17,狮子座,-,-,-,The Kid LAROI,586,男,-
-,中国,-,-,-,-,-,宋孟君,587,男,-
福建晋江,中国,1969-01-05,魔羯座,-,183cm,国语;纯音乐;,林海,588,男,80kg
-,中国,-,-,-,-,-,那奇沃夫,589,男,-
-,中国,-,-,-,-,-,郑茜匀,590,女,-
-,-,-,-,-,-,-,熊大,591,男,-
中国香港,中国香港,1956-09,-,-,-,国语;粤语;,张明敏,592,男,-
-,荷兰,-,-,-,-,-,Dion Timmer,593,男,-
澳大利亚新南威尔士,澳大利亚,1978-03-19,双鱼座,蕾恩卡·克莉帕克,-,英语;,Lenka,594,女,-
中国香港,中国香港,1982-04-13,牡羊座,-,160cm,英语;国语;粤语;,卫兰,595,女,49.5kg
-,中国,-,-,-,-,-,土豆王国小乐队,596,乐队,-
台湾台北,中国台湾,1966-07-23,狮子座,-,172cm,国语;,伍思凯,597,男,58kg
-,-,-,-,-,-,-,梨香,598,女,-
巴巴多斯圣迈克尔区,巴巴多斯,1988-02-20,双鱼座,蕾哈娜,173cm,英语;,Rihanna,599,女,-
-,中国,-,-,-,-,-,浮生梦,600,女,-
中国,中国,-,-,-,-,国语;,黑豹乐队,601,乐队,-
台湾省台北市,中国台湾,1974-10-15,天秤座,-,172cm,国语;,林志颖,602,男,58kg
福建福鼎,中国,1978-02-14,水瓶座,-,-,国语;,金池,603,女,-
-,中国台湾,-,-,-,-,-,詹雯婷,604,女,-
-,日本,-,-,-,-,日语;,RADWIMPS,605,组合,-
台湾省台北市,中国台湾,1970-10-31,天蝎座,-,173cm,国语;,吴奇隆,606,男,65kg
-,中国,-,-,-,-,-,Li敖,607,男,-
克罗地亚希贝尼克,克罗地亚,1975-05-03,金牛座,马克西姆·姆尔维察,207cm,英语;其他语种;,Maksim Mrvica,608,男,75kg
中国福建省三明市,未知,1986-08-27,处女座,-,-,国语;,董真,609,女,-
马来西亚吉隆坡,马来西亚,1972-02-26,双鱼座,-,177.5cm,国语;,品冠,610,男,58kg
重庆市,中国,1999-09-21,处女座,-,-,国语;,王俊凯,611,男,-
加拿大多伦多安大略,加拿大,1998-08-08,狮子座,肖恩·蒙德兹,-,英语,Shawn Mendes,612,男,-
山东潍坊,中国,1996-10-04,天平座,-,-,-,焦迈奇,613,男,-
中国台湾基隆市,中国台湾,1979-07-30,狮子座,-,180cm,国语;,罗志祥,614,男,66kg
中国江西,中国,-,双子座,-,-,国语;,上官红燕,615,女,-
-,中国,-,-,-,-,-,杨胖雨,616,女,-
中国澳门,意大利,-,-,太阳系,-,英语;粤语;,Soler,617,乐队,-
美国加利福尼亚州洛杉矶,中国台湾,1972-11-19,天蝎座,-,177cm,国语;,罗百吉,618,男,70kg
中国广东省广州市,中国,1983-09-26,天秤座,-,167cm,国语;粤语;,王麟,619,女,48kg
美国佛罗里达州伯克莱屯市,美国,1993-06-26,巨蟹座,爱莉安娜·格兰德,159cm,英语;,Ariana Grande,620,女,-
加拿大不列颠哥伦比亚省,加拿大,1985-11-20,天蝎座,卡莉·蕾·吉普森,-,英语;,Carly Rae Jepsen,621,女,-
日本群马县馆林市,日本,1954-10-10,天秤座,-,-,纯音乐;,宗次郎,622,男,-
中国北京市,中国,-,天蝎座,-,161cm,国语;,金海心,623,女,43kg
中国,中国,-,-,-,-,国语;,DJ阿圣,624,男,-
-,中国,-,-,-,-,-,可心,625,女,-
-,中国,-,-,-,-,-,大圆,626,男,-
香港,中国香港,1983-07-20,巨蟹座,-,171cm,粤语;,陈柏宇,627,男,67kg
安徽芜湖,中国,1979-09-15,处女座,-,-,国语;,戴荃,628,男,-
江西,中国,-,-,-,160cm,国语,金玟岐,629,女,45kg
中国香港,中国香港,08-03,狮子座,-,170cm,粤语;,韦雄,630,男,70kg
-,中国,-,-,-,-,-,李蕊儿,631,女,-
-,中国,-,-,-,-,-,Candy_Wind,632,男,-
韩国京畿道光州市,韩国,1993-05-16,金牛座,李知恩,162cm,韩语;,IU,633,女,43kg
-,德国,1979-06-01,双子座,-,-,德语,TheFatRat,634,男,-
中国,中国,-,-,-,-,国语;,DJ阿远,635,男,-
安徽省阜阳市,中国,1995-03-04,双鱼座,-,-,-,王梦瑶,636,女,-
-,中国,-,-,-,-,-,王北车,637,男,-
甘肃省兰州市,中国,1996-09-28,-,-,-,国语,肖琴,638,女,-
-,中国,-,-,-,-,-,七喜,639,女,-
-,中国,-,-,-,-,-,火箭少女101,640,组合,-
江苏兴化,中国,1982-12-22,魔羯座,-,167cm,国语;,尚雯婕,641,女,47.5kg
